Label,Text,Standard text,Desc
Knowledge,Experience in deploying Applications using Helm Charts,Helm Charts,Experience in deploying Applications using Helm Charts
Knowledge,High concurrency OLTP,High concurrency OLTP,High concurrency OLTP
Knowledge,High-quality architecture,High-quality architecture,High-quality architecture
Knowledge,HMI subsystems,HMI subsystems,HMI subsystems
Knowledge,HR knowledge,HR knowledge,HR knowledge
Knowledge,HTML,HTML,HTML
Knowledge,HTML experience,HTML,HTML experience
Knowledge,HTML proficiency,HTML,HTML
Knowledge,HTML/CSS,HTML,HTML/CSS
Knowledge,HVAC sales strategy,HVAC,HVAC sales strategy
Knowledge,IaaS/PaaS Services,IaaS/PaaS Services,IaaS/PaaS Services
Knowledge,IBM Security Services Methodologies,IBM Security Services Methodologies,IBM Security Services Methodologies
Knowledge,IdAM,IdAM,IdAM
Knowledge,Identity and access management,Identity and access management,Identity and access management
Knowledge,IDS/IPS,IDS/IPS,IDS/IPS
Knowledge,Illustrator,Illustrator,Illustrator
Knowledge,Impactful design,Impactful design,Impactful design
Knowledge,Implementation,Implementation,Implementation
Knowledge,Implementation experience,Implementation,Implementation experience
Knowledge,Implementation of security technologies,Implementation of security technologies,Implementation of security technologies
Knowledge,Implementing security controls,Implementation of security technologies,Implementation of security technologies
Knowledge,Incident forensics,Incident forensics,Incident forensics
Knowledge,Incubation,Incubation,Incubation
Knowledge,Best practices sharing,Industry best practices,Industry best practices
Knowledge,Industry best practices,Industry best practices,Industry best practices
Knowledge,Industry knowledge,Industry knowledge,Industry knowledge
Knowledge,Industry trends knowledge,Industry knowledge,Industry knowledge
Knowledge,Industry standards,Industry standards,Industry standards
Knowledge,Information security,Information security,Information security
Knowledge,Information Security,Information Security,Information Security
Knowledge,Information security policies,Information security,Information security
Knowledge,Information security policies and procedures development,Information security,Information security
Knowledge,Information security solutions,Information security,Information security
Knowledge,Information security strategy,Information security,Information security
Knowledge,Information Security Management Systems (ISO27000/270001),Information Security Management,Information Security Management Systems (ISO27000/270001)
Knowledge,Information Technology,Information Technology,Information Technology
Knowledge,Information technology infrastructure,Information technology infrastructure,Information technology infrastructure
Knowledge,Experience in building Infrastructure as Code (IaC) using Terraform,Infrastructure as Code (IaC),Experience in building Infrastructure as Code (IaC) using Terraform
Knowledge,Knowledge of Infrastructure as Code and Configuration as Code,Infrastructure as Code (IaC),Knowledge of Infrastructure as Code and Configuration as Code
Knowledge,Infrastructure changes planning,Infrastructure deployment,Infrastructure deployment
Knowledge,Infrastructure deployment,Infrastructure deployment,"Set up, deploy and decommission infrastructure components and associated equipment in accordance to a set plan and established safety and/or quality procedures. This includes the assessment and preparation of appropriate site locations, infrastructure, the development of an installation plan, layout at the site, the testing of on-site systems, infrastructure components, equipment and the correction of issues and/or malfunctions"
Knowledge,Infrastructure design,Infrastructure design,"Establish design policies and principles covering elements of connectivity, capacity, security, access, interfacing as well as the translation of that into the specifications, outline and design of IT infrastructure within the organisation, in order to support the business requirements"
Knowledge,Experience with Ansible Chef Puppet or Terraform infrastructure deployment automation tools,Infrastructure implementation,Infrastructure implementation
Knowledge,Infrastructure management,Infrastructure management,Infrastructure management
Knowledge,Technology infrastructure management,Infrastructure management,Infrastructure management
Knowledge,Knowledge of infrastructure security,Infrastructure security,Knowledge of infrastructure security
Knowledge,Infrastructure Strategy,Infrastructure Strategy,"Develop a robust strategy and plan for defining and managing a future-ready IT infrastructure, optimising its capacity, availability and synchronisation to enable an organisation's business operations. This involves evaluating infrastructure models and options for infrastructure components, managing infrastructure investments and facilitating the transformation toward the desired future infrastructure model"
Knowledge,Data structure,Infrastructure support,Infrastructure support
Knowledge,Infrastructure support,Infrastructure support,"Provide services to end users by systematically identifying, classifying and troubleshooting technical issues and incidents that disrupt and impact their day-to-day business activities, within a specified timeframe. This also includes implementing an end-to-end problem management process to analyse underlying problems, advising on infrastructure related upgrades and improvements and developing user guides and training materials"
Knowledge,IT infrastructure,Infrastructure support,Infrastructure support
Knowledge,Integrated development environment (IDE),Integrated development environment (IDE),Integrated development environment (IDE)
Knowledge,Integrated Marketing,Integrated Marketing,Develop and execute a marketing plan on and across various channels and platforms as well as the tracking of customers' response and effectiveness to marketing communications on these channels. This also includes the integration of traditional and digital marketing channels and techniques where applicable
Knowledge,Integrations with third-party APIs,Integrations with third-party APIs,Integrations with third-party APIs
Knowledge,Intelligent reasoning,Intelligent reasoning,"Design and build intelligent machine reasoning systems that can integrate, make sense of, and act upon heterogeneous sensory information sources, using domain knowledge accumulated in respective industries"
Knowledge,Interaction design,Interaction design,Interaction design
Knowledge,Intermediate-Advanced English fluency,Intermediate-Advanced English fluency,Intermediate-Advanced English fluency
Knowledge,Internal & external audits,Internal & external audits,Internal & external audits
Knowledge,Internal Controls in Product Development,Internal Controls in Product Development,Evaluate effectiveness and efficiency of internal controls during product development
Knowledge,Ability to conduct special investigations as necessary,Investigation,Investigation
Knowledge,Ability to follow up on students' research work,Investigation,Investigation
